,Game_id,Date,HomeTeam,HomeRank,AwayTeam,AwayRank,Wins_Home,Losses_Home,Win Percent,Wins_Visitor,Losses_Visitor,Visitor Win Percentage
1513,400585667,11/14/14,Iowa State,14,Oakland,NR,1,0,[1.0],0,1,[0.0]
1512,400585668,11/14/14,Kansas,5,UCSB,NR,1,0,[1.0],0,1,[0.0]
1514,400585669,11/14/14,Oklahoma State,NR,SE Louisiana,NR,1,0,[1.0],0,1,[0.0]
1517,400585670,11/14/14,Kansas State,NR,Southern Utah,NR,1,0,[1.0],0,1,[0.0]
1519,400585671,11/14/14,Baylor,NR,McNeese State,NR,1,0,[1.0],0,1,[0.0]
1518,400585672,11/14/14,Texas Tech,NR,Loyola (MD),NR,1,0,[1.0],0,1,[0.0]
1515,400585673,11/14/14,TCU,NR,PV A&M,NR,1,0,[1.0],0,1,[0.0]
1516,400585674,11/14/14,Texas,10,North Dakota St,NR,1,0,[1.0],0,1,[0.0]
1511,400585675,11/14/14,West Virginia,NR,Monmouth,NR,1,0,[1.0],0,1,[0.0]
1520,400585676,11/16/14,Oklahoma,19,SE Louisiana,NR,1,0,[1.0],0,2,[0.0]
1522,400585678,11/16/14,Texas,10,Alcorn State,NR,2,0,[1.0],0,2,[0.0]
1521,400585679,11/16/14,West Virginia,NR,Lafayette,NR,2,0,[1.0],1,1,[0.5]
1523,400585680,11/17/14,Kansas State,NR,UMKC,NR,2,0,[1.0],1,1,[0.5]
1525,400585681,11/17/14,Iowa State,14,Georgia State,NR,2,0,[1.0],1,1,[0.5]
1273,400585682,11/17/14,TCU,NR,Washington St,NR,2,0,[1.0],0,2,[0.0]
708,400585683,11/18/14,South Carolina,NR,Baylor,NR,1,1,[0.5],2,0,[1.0]
1527,400585684,11/18/14,Oklahoma State,NR,NW Oklahoma St,NR,3,0,[1.0], ,,[0.0]
710,400585685,11/18/14,Kentucky,1,Kansas,5,3,0,[1.0],1,1,[0.5]
711,400585686,11/18/14,LSU,NR,Texas Tech,NR,2,0,[1.0],1,1,[0.5]
1530,400585687,11/19/14,Creighton,NR,Oklahoma,18,3,0,[1.0],1,1,[0.5]
426,400585688,11/20/14,Iowa,NR,Texas,10,2,1,[0.6666666666666666],3,0,[1.0]
1009,400585689,11/20/14,West Virginia,NR,George Mason,NR,3,0,[1.0],1,2,[0.3333333333333333]
1533,400585690,11/20/14,TCU,NR,New Orleans,NR,3,0,[1.0],1,1,[0.5]
1537,400585691,11/21/14,Oklahoma State,NR,Milwaukee,NR,4,0,[1.0],1,3,[0.25]
1535,400585693,11/21/14,Baylor,NR,PV A&M,NR,3,0,[1.0],0,4,[0.0]
1538,400585695,11/23/14,Oklahoma,18,Northwestern St,NR,2,1,[0.6666666666666666],2,2,[0.5]
441,400585696,11/24/14,Kansas State,NR,Purdue,NR,3,1,[0.75],3,1,[0.75]
1541,400585697,11/24/14,Kansas,11,Rider,NR,2,1,[0.6666666666666666],2,2,[0.5]
1298,400585698,11/24/14,Oklahoma State,NR,Oregon State,NR,5,0,[1.0],3,1,[0.75]
739,400585699,11/24/14,Iowa State,13,Alabama,NR,3,0,[1.0],3,1,[0.75]
1542,400585700,11/24/14,Baylor,NR,SF Austin,NR,4,0,[1.0],1,3,[0.25]
1552,400585701,11/26/14,TCU,NR,Radford,NR,5,0,[1.0],2,3,[0.4]
1548,400585702,11/25/14,Texas Tech,NR,Northwestern St,NR,3,1,[0.75],2,3,[0.4]
1547,400585703,11/25/14,Texas,7,St Francis (PA),NR,5,0,[1.0],2,3,[0.4]
1306,400585704,11/26/14,UCLA,22,Oklahoma,NR,4,1,[0.8],3,1,[0.75]
1543,400585705,11/24/14,TCU,NR,Miss Valley St,NR,4,0,[1.0],0,4,[0.0]
1551,400585706,11/26/14,West Virginia,21,VMI,NR,6,0,[1.0],2,3,[0.4]
1034,400585707,11/27/14,URI,NR,Kansas,11,3,1,[0.75],3,1,[0.75]
1561,400585710,11/29/14,West Virginia,21,Charleston,NR,7,0,[1.0],2,4,[0.3333333333333333]
1562,400585711,11/30/14,UConn,24,Texas,7,3,2,[0.6],6,0,[1.0]
1564,400585712,11/30/14,Texas Tech,NR,Air Force,NR,4,1,[0.8],3,3,[0.5]
1565,400585713,12/1/14,Baylor,NR,Texas Southern,NR,6,1,[0.8571428571428571],1,6,[0.14285714285714285]
1567,400585714,12/2/14,Iowa State,20,Lamar,NR,4,1,[0.8],2,5,[0.2857142857142857]
1568,400585715,12/2/14,Kansas State,NR,Omaha,NR,4,3,[0.5714285714285714],3,3,[0.5]
1566,400585716,12/2/14,Texas,6,UT-Arlington,NR,7,0,[1.0],3,4,[0.42857142857142855]
771,400585718,12/3/14,Texas Tech,NR,Auburn,NR,5,1,[0.8333333333333334],3,3,[0.5]
773,400585719,12/4/14,Vanderbilt,NR,Baylor,NR,5,2,[0.7142857142857143],7,1,[0.875]
772,400585720,12/4/14,West Virginia,16,LSU,NR,7,1,[0.875],6,2,[0.75]
774,400585721,12/4/14,Iowa State,20,Arkansas,18,5,1,[0.8333333333333334],6,1,[0.8571428571428571]
775,400585722,12/4/14,Ole Miss,NR,TCU,NR,5,2,[0.7142857142857143],8,0,[1.0]
776,400585723,12/5/14,Kentucky,1,Texas,6,8,0,[1.0],7,1,[0.875]
778,400585724,12/5/14,Kansas,11,Florida,NR,6,1,[0.8571428571428571],3,4,[0.42857142857142855]
779,400585725,12/5/14,Oklahoma,22,Missouri,NR,5,2,[0.7142857142857143],4,4,[0.5]
780,400585726,12/6/14,South Carolina,NR,Oklahoma State,NR,5,3,[0.625],7,1,[0.875]
783,400585727,12/6/14,Tennessee,NR,Kansas State,NR,3,3,[0.5],4,4,[0.5]
1579,400585728,12/7/14,N Kentucky,NR,West Virginia,16,3,5,[0.375],8,1,[0.8888888888888888]
1580,400585729,12/9/14,Iowa State,14,UMKC,NR,6,1,[0.8571428571428571],3,7,[0.3]
1581,400585730,12/9/14,Kansas State,NR,Bradley,NR,5,4,[0.5555555555555556],3,6,[0.3333333333333333]
789,400585731,12/9/14,Baylor,NR,Texas A&M,NR,8,1,[0.8888888888888888],6,2,[0.75]
1582,400585732,12/9/14,TCU,NR,Furman,NR,9,0,[1.0],2,5,[0.2857142857142857]
1584,400585733,12/10/14,Georgetown,NR,Kansas,10,5,3,[0.625],7,1,[0.875]
1585,400585734,12/10/14,Texas Tech,NR,Fresno State,NR,6,1,[0.8571428571428571],3,7,[0.3]
514,400585735,12/12/14,Iowa,NR,Iowa State,14,8,3,[0.7272727272727273],7,1,[0.875]
1587,400585736,12/13/14,Tulsa,NR,Oklahoma,16,5,5,[0.5],6,2,[0.75]
1354,400585737,12/13/14,Kansas,10,Utah,13,8,1,[0.8888888888888888],7,2,[0.7777777777777778]
1589,400585738,12/13/14,Memphis,NR,Oklahoma State,NR,3,4,[0.42857142857142855],8,1,[0.8888888888888888]
1591,400585739,12/13/14,TCU,NR,McNeese State,NR,10,0,[1.0],4,3,[0.5714285714285714]
1590,400585740,12/13/14,Texas,8,Texas State,NR,8,1,[0.8888888888888888],5,2,[0.7142857142857143]
1592,400585741,12/14/14,Texas Tech,NR,PV A&M,NR,7,1,[0.875],1,9,[0.1]
1594,400585742,12/14/14,Iowa State,14,Southern,NR,8,1,[0.8888888888888888],2,8,[0.2]
1595,400585743,12/14/14,Kansas State,NR,Savannah State,NR,6,4,[0.6],3,8,[0.2727272727272727]
1593,400585744,12/14/14,West Virginia,22,Marshall,NR,9,1,[0.9],3,6,[0.3333333333333333]
1596,400585745,12/16/14,Oklahoma,15,Oral Roberts,NR,7,2,[0.7777777777777778],4,5,[0.4444444444444444]
1598,400585746,12/16/14,Oklahoma State,NR,Mid Tennessee,NR,9,1,[0.9],5,5,[0.5]
1597,400585747,12/16/14,Texas,9,Lipscomb,NR,9,1,[0.9],4,6,[0.4]
1599,400585748,12/17/14,Texas Tech,NR,S Carolina St,NR,8,1,[0.8888888888888888],3,8,[0.2727272727272727]
1600,400585749,12/17/14,Baylor,NR,New Mexico St,NR,9,1,[0.9],4,7,[0.36363636363636365]
1601,400585750,12/19/14,Texas Tech,NR,AR-Pine Bluff,NR,9,1,[0.9],2,9,[0.18181818181818182]
1602,400585751,12/20/14,Kansas,10,Lafayette,NR,9,1,[0.9],7,3,[0.7]
1603,400585752,12/20/14,Drake,NR,Iowa State,13,2,9,[0.18181818181818182],9,1,[0.9]
820,400585753,12/20/14,Kansas State,NR,Texas A&M,NR,7,4,[0.6363636363636364],7,3,[0.7]
1376,400585754,12/20/14,Washington,16,Oklahoma,15,10,0,[1.0],7,3,[0.7]
150,400585755,12/20/14,West Virginia,22,NC State,NR,10,1,[0.9090909090909091],9,3,[0.75]
1606,400585756,12/20/14,TCU,NR,UTSA,NR,11,0,[1.0],4,5,[0.4444444444444444]
1605,400585757,12/20/14,Texas,9,LBSU,NR,10,1,[0.9090909090909091],5,7,[0.4166666666666667]
541,400585758,12/21/14,Oklahoma State,NR,Maryland,17,9,2,[0.8181818181818182],11,1,[0.9166666666666666]
1611,400585764,12/22/14,West Virginia,18,Wofford,NR,11,1,[0.9166666666666666],9,3,[0.75]
1388,400585765,12/23/14,Texas,9,Stanford,NR,10,2,[0.8333333333333334],7,3,[0.7]
1618,400585766,12/28/14,Kansas State,NR,Texas Southern,NR,7,5,[0.5833333333333334],3,9,[0.25]
1620,400585767,12/29/14,Texas Tech,NR,North Texas,NR,10,3,[0.7692307692307693],6,6,[0.5]
1621,400585768,12/29/14,TCU,NR,Tennessee St,NR,13,0,[1.0],2,12,[0.14285714285714285]
1619,400585769,12/29/14,Texas,11,Rice,NR,11,2,[0.8461538461538461],3,8,[0.2727272727272727]
171,400585770,12/30/14,West Virginia,17,VT,NR,12,1,[0.9230769230769231],8,5,[0.6153846153846154]
1623,400585771,12/30/14,Kansas,13,Kent State,NR,10,2,[0.8333333333333334],8,4,[0.6666666666666666]
843,400585772,12/30/14,Missouri,NR,Oklahoma State,NR,5,7,[0.4166666666666667],10,2,[0.8333333333333334]
1624,400585773,12/30/14,Baylor,22,Norfolk State,NR,11,1,[0.9166666666666666],9,6,[0.6]
846,400585774,12/31/14,Kansas State,NR,Georgia,NR,7,6,[0.5384615384615384],8,3,[0.7272727272727273]
1136,400585775,12/31/14,Oklahoma,18,George Mason,NR,9,3,[0.75],5,7,[0.4166666666666667]
1628,400585776,12/31/14,Iowa State,9,Miss Valley St,NR,10,1,[0.9090909090909091],1,12,[0.07692307692307693]
1629,400585777,1/3/15,Oklahoma State,NR,Kansas State,NR,11,2,[0.8461538461538461],7,7,[0.5]
1630,400585778,1/3/15,Texas Tech,NR,Texas,11,10,4,[0.7142857142857143],12,2,[0.8571428571428571]
857,400585780,1/3/15,Iowa State,9,South Carolina,NR,10,2,[0.8333333333333334],9,3,[0.75]
1631,400585781,1/3/15,TCU,NR,West Virginia,17,13,1,[0.9285714285714286],13,1,[0.9285714285714286]
1633,400585782,1/4/15,Kansas,13,UNLV,NR,11,2,[0.8461538461538461],9,5,[0.6428571428571429]
1634,400585783,1/5/15,Texas Tech,NR,West Virginia,14,10,5,[0.6666666666666666],14,1,[0.9333333333333333]
1635,400585784,1/5/15,Texas,10,Oklahoma,16,12,3,[0.8],11,3,[0.7857142857142857]
1636,400585785,1/6/15,Iowa State,17,Oklahoma State,NR,11,2,[0.8461538461538461],11,3,[0.7857142857142857]
1637,400585786,1/7/15,Baylor,21,Kansas,12,11,3,[0.7857142857142857],12,2,[0.8571428571428571]
1638,400585787,1/7/15,Kansas State,NR,TCU,NR,8,7,[0.5333333333333333],13,2,[0.8666666666666667]
1639,400585788,1/10/15,Kansas,12,Texas Tech,NR,13,2,[0.8666666666666667],10,6,[0.625]
1640,400585789,1/10/15,TCU,NR,Baylor,21,13,3,[0.8125],12,3,[0.8]
1641,400585790,1/10/15,Oklahoma State,NR,Texas,10,12,3,[0.8],12,4,[0.75]
1642,400585791,1/10/15,Oklahoma,16,Kansas State,NR,11,4,[0.7333333333333333],9,7,[0.5625]
1643,400585792,1/10/15,West Virginia,14,Iowa State,17,14,2,[0.875],12,2,[0.8571428571428571]
1644,400585793,1/13/15,Kansas,9,Oklahoma State,24,14,2,[0.875],12,4,[0.75]
1645,400585794,1/13/15,West Virginia,16,Oklahoma,18,15,2,[0.8823529411764706],11,5,[0.6875]
1646,400585795,1/14/15,Kansas State,NR,Texas Tech,NR,10,7,[0.5882352941176471],10,7,[0.5882352941176471]
1647,400585796,1/14/15,Baylor,22,Iowa State,11,13,3,[0.8125],12,3,[0.8]
1648,400585797,1/17/15,Kansas State,NR,Baylor,22,11,7,[0.6111111111111112],13,4,[0.7647058823529411]
1649,400585798,1/17/15,Texas Tech,NR,TCU,NR,10,8,[0.5555555555555556],14,3,[0.8235294117647058]
1652,400585799,1/17/15,Iowa State,11,Kansas,9,13,3,[0.8125],14,3,[0.8235294117647058]
1650,400585800,1/17/15,Texas,20,West Virginia,16,13,4,[0.7647058823529411],15,3,[0.8333333333333334]
1651,400585801,1/17/15,Oklahoma,18,Oklahoma State,24,12,5,[0.7058823529411765],12,5,[0.7058823529411765]
1653,400585802,1/19/15,TCU,NR,Texas,17,14,4,[0.7777777777777778],14,4,[0.7777777777777778]
1654,400585803,1/19/15,Kansas,11,Oklahoma,19,15,3,[0.8333333333333334],12,6,[0.6666666666666666]
1655,400585804,1/20/15,Iowa State,9,Kansas State,NR,14,3,[0.8235294117647058],11,8,[0.5789473684210527]
1657,400585805,1/21/15,Oklahoma State,NR,Texas Tech,NR,13,5,[0.7222222222222222],10,9,[0.5263157894736842]
1656,400585806,1/21/15,Baylor,21,Huston-Tillotson,NR,14,4,[0.7777777777777778], ,,[0.0]
1658,400585807,1/24/15,Kansas State,NR,Oklahoma State,NR,12,8,[0.6],13,6,[0.6842105263157895]
1660,400585808,1/24/15,Texas,17,Kansas,11,14,5,[0.7368421052631579],16,3,[0.8421052631578947]
1659,400585809,1/24/15,West Virginia,18,TCU,NR,16,3,[0.8421052631578947],14,5,[0.7368421052631579]
1661,400585810,1/24/15,Texas Tech,NR,Iowa State,9,11,9,[0.55],14,4,[0.7777777777777778]
1662,400585811,1/24/15,Baylor,21,Oklahoma,19,15,4,[0.7894736842105263],12,7,[0.631578947368421]
1663,400585812,1/26/15,Iowa State,15,Texas,19,15,4,[0.7894736842105263],14,6,[0.7]
1664,400585813,1/27/15,Kansas State,NR,West Virginia,17,12,9,[0.5714285714285714],17,3,[0.85]
1665,400585814,1/27/15,Oklahoma State,NR,Baylor,20,14,6,[0.7],15,5,[0.75]
1666,400585815,1/28/15,Oklahoma,24,Texas Tech,NR,13,7,[0.65],11,10,[0.5238095238095238]
1667,400585816,1/28/15,TCU,NR,Kansas,9,14,6,[0.7],17,3,[0.85]
1668,400585817,1/31/15,West Virginia,17,Texas Tech,NR,18,3,[0.8571428571428571],11,11,[0.5]
1670,400585818,1/31/15,Iowa State,15,TCU,NR,16,4,[0.8],14,7,[0.6666666666666666]
